,state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,alpha,decay,eta,gamma_threshold,minimum_probability,num_topics,offset,loss,status
20,2,20,,"{'loss': 1.8168622945847033, 'status': 'ok'}","{'tid': 20, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [20], 'decay': [20], 'eta': [20], 'gamma_threshold': [20], 'minimum_probability': [20], 'num_topics': [20], 'offset': [20]}, 'vals': {'alpha': [3], 'decay': [6], 'eta': [1], 'gamma_threshold': [2], 'minimum_probability': [1], 'num_topics': [11.0], 'offset': [3]}}",,,0,2021-05-03 20:51:02.736,2021-05-03 20:51:33.067,0.2,0.55,auto,0.005,0.05,11.0,64,1.8168622945847033,ok
21,2,21,,"{'loss': 2.1029140421166503, 'status': 'ok'}","{'tid': 21, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [21], 'decay': [21], 'eta': [21], 'gamma_threshold': [21], 'minimum_probability': [21], 'num_topics': [21], 'offset': [21]}, 'vals': {'alpha': [3], 'decay': [0], 'eta': [1], 'gamma_threshold': [2], 'minimum_probability': [1], 'num_topics': [10.0], 'offset': [3]}}",,,0,2021-05-03 20:51:33.076,2021-05-03 20:52:00.216,0.2,0.99,auto,0.005,0.05,10.0,64,2.1029140421166503,ok
22,2,22,,"{'loss': 1.8168622945847033, 'status': 'ok'}","{'tid': 22, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [22], 'decay': [22], 'eta': [22], 'gamma_threshold': [22], 'minimum_probability': [22], 'num_topics': [22], 'offset': [22]}, 'vals': {'alpha': [3], 'decay': [6], 'eta': [1], 'gamma_threshold': [2], 'minimum_probability': [1], 'num_topics': [11.0], 'offset': [3]}}",,,0,2021-05-03 20:52:00.224,2021-05-03 20:52:31.210,0.2,0.55,auto,0.005,0.05,11.0,64,1.8168622945847033,ok
23,2,23,,"{'loss': 2.440513524845672, 'status': 'ok'}","{'tid': 23, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [23], 'decay': [23], 'eta': [23], 'gamma_threshold': [23], 'minimum_probability': [23], 'num_topics': [23], 'offset': [23]}, 'vals': {'alpha': [7], 'decay': [1], 'eta': [0], 'gamma_threshold': [1], 'minimum_probability': [1], 'num_topics': [9.0], 'offset': [3]}}",,,0,2021-05-03 20:52:31.218,2021-05-03 20:52:57.729,0.04,0.95,,0.01,0.05,9.0,64,2.440513524845672,ok
24,2,24,,"{'loss': 1.8889383476652362, 'status': 'ok'}","{'tid': 24, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [24], 'decay': [24], 'eta': [24], 'gamma_threshold': [24], 'minimum_probability': [24], 'num_topics': [24], 'offset': [24]}, 'vals': {'alpha': [4], 'decay': [6], 'eta': [1], 'gamma_threshold': [8], 'minimum_probability': [1], 'num_topics': [11.0], 'offset': [3]}}",,,0,2021-05-03 20:52:57.737,2021-05-03 20:53:31.388,0.1,0.55,auto,0.0004,0.05,11.0,64,1.8889383476652362,ok
25,2,25,,"{'loss': 1.6888489895818473, 'status': 'ok'}","{'tid': 25, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [25], 'decay': [25], 'eta': [25], 'gamma_threshold': [25], 'minimum_probability': [25], 'num_topics': [25], 'offset': [25]}, 'vals': {'alpha': [3], 'decay': [6], 'eta': [0], 'gamma_threshold': [9], 'minimum_probability': [1], 'num_topics': [9.0], 'offset': [3]}}",,,0,2021-05-03 20:53:31.397,2021-05-03 20:54:07.432,0.2,0.55,,0.0002,0.05,9.0,64,1.6888489895818473,ok
26,2,26,,"{'loss': 2.8498171737180558, 'status': 'ok'}","{'tid': 26, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [26], 'decay': [26], 'eta': [26], 'gamma_threshold': [26], 'minimum_probability': [26], 'num_topics': [26], 'offset': [26]}, 'vals': {'alpha': [6], 'decay': [0], 'eta': [0], 'gamma_threshold': [9], 'minimum_probability': [6], 'num_topics': [9.0], 'offset': [3]}}",,,0,2021-05-03 20:54:07.442,2021-05-03 20:54:37.646,0.06,0.99,,0.0002,0.0005,9.0,64,2.8498171737180558,ok
27,2,27,,"{'loss': 3.6687450528900216, 'status': 'ok'}","{'tid': 27, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [27], 'decay': [27], 'eta': [27], 'gamma_threshold': [27], 'minimum_probability': [27], 'num_topics': [27], 'offset': [27]}, 'vals': {'alpha': [1], 'decay': [4], 'eta': [0], 'gamma_threshold': [9], 'minimum_probability': [3], 'num_topics': [8.0], 'offset': [5]}}",,,0,2021-05-03 20:54:37.656,2021-05-03 20:55:05.100,0.4,0.7,,0.0002,0.01,8.0,1024,3.6687450528900216,ok
28,2,28,,"{'loss': 2.363244183397166, 'status': 'ok'}","{'tid': 28, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [28], 'decay': [28], 'eta': [28], 'gamma_threshold': [28], 'minimum_probability': [28], 'num_topics': [28], 'offset': [28]}, 'vals': {'alpha': [3], 'decay': [1], 'eta': [0], 'gamma_threshold': [9], 'minimum_probability': [1], 'num_topics': [9.0], 'offset': [3]}}",,,0,2021-05-03 20:55:05.109,2021-05-03 20:55:36.766,0.2,0.95,,0.0002,0.05,9.0,64,2.363244183397166,ok
29,2,29,,"{'loss': 1.5858448175847246, 'status': 'ok'}","{'tid': 29, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [29], 'decay': [29], 'eta': [29], 'gamma_threshold': [29], 'minimum_probability': [29], 'num_topics': [29], 'offset': [29]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [10.0], 'offset': [3]}}",,,0,2021-05-03 20:55:36.776,2021-05-03 20:56:09.917,0.0005,0.51,,0.002,0.0001,10.0,64,1.5858448175847246,ok
