,state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,alpha,decay,eta,gamma_threshold,minimum_probability,num_topics,offset,loss,status
30,2,30,,"{'loss': 7.8265528285145765, 'status': 'ok'}","{'tid': 30, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [30], 'decay': [30], 'eta': [30], 'gamma_threshold': [30], 'minimum_probability': [30], 'num_topics': [30], 'offset': [30]}, 'vals': {'alpha': [12], 'decay': [6], 'eta': [0], 'gamma_threshold': [1], 'minimum_probability': [3], 'num_topics': [16.0], 'offset': [4]}}",,,0,2021-05-03 21:35:23.632,2021-05-03 21:36:03.277,0.0005,0.55,,0.01,0.01,16.0,256,7.8265528285145765,ok
31,2,31,,"{'loss': 7.797809208081628, 'status': 'ok'}","{'tid': 31, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [31], 'decay': [31], 'eta': [31], 'gamma_threshold': [31], 'minimum_probability': [31], 'num_topics': [31], 'offset': [31]}, 'vals': {'alpha': [13], 'decay': [6], 'eta': [0], 'gamma_threshold': [8], 'minimum_probability': [0], 'num_topics': [12.0], 'offset': [1]}}",,,0,2021-05-03 21:36:03.287,2021-05-03 21:36:47.614,0.0001,0.55,,0.0004,0.1,12.0,4,7.797809208081628,ok
32,2,32,,"{'loss': 7.75346391894546, 'status': 'ok'}","{'tid': 32, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [32], 'decay': [32], 'eta': [32], 'gamma_threshold': [32], 'minimum_probability': [32], 'num_topics': [32], 'offset': [32]}, 'vals': {'alpha': [11], 'decay': [4], 'eta': [0], 'gamma_threshold': [0], 'minimum_probability': [4], 'num_topics': [13.0], 'offset': [1]}}",,,0,2021-05-03 21:36:47.624,2021-05-03 21:37:23.291,0.001,0.7,,0.02,0.005,13.0,4,7.75346391894546,ok
33,2,33,,"{'loss': 7.700171642751384, 'status': 'ok'}","{'tid': 33, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [33], 'decay': [33], 'eta': [33], 'gamma_threshold': [33], 'minimum_probability': [33], 'num_topics': [33], 'offset': [33]}, 'vals': {'alpha': [6], 'decay': [8], 'eta': [0], 'gamma_threshold': [12], 'minimum_probability': [3], 'num_topics': [15.0], 'offset': [1]}}",,,0,2021-05-03 21:37:23.301,2021-05-03 21:38:11.412,0.06,0.50001,,1e-05,0.01,15.0,4,7.700171642751384,ok
34,2,34,,"{'loss': 7.769433487231054, 'status': 'ok'}","{'tid': 34, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [34], 'decay': [34], 'eta': [34], 'gamma_threshold': [34], 'minimum_probability': [34], 'num_topics': [34], 'offset': [34]}, 'vals': {'alpha': [2], 'decay': [4], 'eta': [0], 'gamma_threshold': [3], 'minimum_probability': [7], 'num_topics': [10.0], 'offset': [2]}}",,,0,2021-05-03 21:38:11.422,2021-05-03 21:38:54.991,0.3,0.7,,0.003,0.0001,10.0,16,7.769433487231054,ok
35,2,35,,"{'loss': 8.051850135529, 'status': 'ok'}","{'tid': 35, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [35], 'decay': [35], 'eta': [35], 'gamma_threshold': [35], 'minimum_probability': [35], 'num_topics': [35], 'offset': [35]}, 'vals': {'alpha': [0], 'decay': [5], 'eta': [0], 'gamma_threshold': [5], 'minimum_probability': [2], 'num_topics': [14.0], 'offset': [5]}}",,,0,2021-05-03 21:38:55.001,2021-05-03 21:39:40.130,0.5,0.6,,0.001,0.02,14.0,1024,8.051850135529,ok
36,2,36,,"{'loss': 7.744529719339452, 'status': 'ok'}","{'tid': 36, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [36], 'decay': [36], 'eta': [36], 'gamma_threshold': [36], 'minimum_probability': [36], 'num_topics': [36], 'offset': [36]}, 'vals': {'alpha': [4], 'decay': [6], 'eta': [0], 'gamma_threshold': [7], 'minimum_probability': [3], 'num_topics': [11.0], 'offset': [0]}}",,,0,2021-05-03 21:39:40.139,2021-05-03 21:40:22.538,0.1,0.55,,0.0006,0.01,11.0,1,7.744529719339452,ok
37,2,37,,"{'loss': 7.722039146660986, 'status': 'ok'}","{'tid': 37, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [37], 'decay': [37], 'eta': [37], 'gamma_threshold': [37], 'minimum_probability': [37], 'num_topics': [37], 'offset': [37]}, 'vals': {'alpha': [8], 'decay': [2], 'eta': [0], 'gamma_threshold': [9], 'minimum_probability': [5], 'num_topics': [15.0], 'offset': [1]}}",,,0,2021-05-03 21:40:22.548,2021-05-03 21:41:08.900,0.02,0.9,,0.0002,0.001,15.0,4,7.722039146660986,ok
38,2,38,,"{'loss': 8.04953608262695, 'status': 'ok'}","{'tid': 38, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [38], 'decay': [38], 'eta': [38], 'gamma_threshold': [38], 'minimum_probability': [38], 'num_topics': [38], 'offset': [38]}, 'vals': {'alpha': [9], 'decay': [1], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [0], 'num_topics': [12.0], 'offset': [4]}}",,,0,2021-05-03 21:41:08.910,2021-05-03 21:41:43.359,0.01,0.95,,0.002,0.1,12.0,256,8.04953608262695,ok
39,2,39,,"{'loss': 7.729505911762903, 'status': 'ok'}","{'tid': 39, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [39], 'decay': [39], 'eta': [39], 'gamma_threshold': [39], 'minimum_probability': [39], 'num_topics': [39], 'offset': [39]}, 'vals': {'alpha': [3], 'decay': [3], 'eta': [0], 'gamma_threshold': [2], 'minimum_probability': [3], 'num_topics': [13.0], 'offset': [1]}}",,,0,2021-05-03 21:41:43.369,2021-05-03 21:42:24.596,0.2,0.8,,0.005,0.01,13.0,4,7.729505911762903,ok
